Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
07/10/2026,ProShares Ultra Silver,AGQ,68.93160587,70.2789857,-1.91719,-1.34737983,18096.53,1247422597.84820762
07/09/2026,ProShares Ultra Silver,AGQ,70.2789857,65.34785694,7.54597,4.93112876,18096.53,1271805491.9736782
07/08/2026,ProShares Ultra Silver,AGQ,65.34785694,71.88573693,-9.09482,-6.53787999,18646.53,1218510513.47599044
07/07/2026,ProShares Ultra Silver,AGQ,71.88573693,74.26478423,-3.20347,-2.3790473,18246.53,1311664967.92240518
07/06/2026,ProShares Ultra Silver,AGQ,74.26478423,71.29710064,4.16242,2.96768359,18246.53,1355074316.33708498
07/02/2026,ProShares Ultra Silver,AGQ,71.29710064,70.00841268,1.84076,1.28868796,18646.53,1329443240.80837664
07/01/2026,ProShares Ultra Silver,AGQ,70.00841268,68.65419577,1.97252,1.35421691,18246.53,1277410322.18434968
06/30/2026,ProShares Ultra Silver,AGQ,68.65419577,65.75648964,4.40672,2.89770613,18496.53,1269864117.06889502
06/29/2026,ProShares Ultra Silver,AGQ,65.75648964,68.12989205,-3.48364,-2.37340241,18246.53,1199827497.88499064
06/26/2026,ProShares Ultra Silver,AGQ,68.12989205,66.14963663,2.99360,1.98025542,18246.53,1243133846.6675183
06/25/2026,ProShares Ultra Silver,AGQ,66.14963663,65.50199843,0.98873,0.6476382,17746.53,1173926246.34484738
06/24/2026,ProShares Ultra Silver,AGQ,65.50199843,75.11996613,-12.80348,-9.6179677,17696.53,1159157818.26845418
06/23/2026,ProShares Ultra Silver,AGQ,75.11996613,84.16369358,-10.74540,-9.04372745,17246.53,1295558448.98016438
06/22/2026,ProShares Ultra Silver,AGQ,84.16369358,86.0551584,-2.19797,-1.89146482,17196.53,1447323144.90450308
06/18/2026,ProShares Ultra Silver,AGQ,86.0551584,98.45840392,-12.59745,-12.40324552,17296.53,1488455284.6997184
06/17/2026,ProShares Ultra Silver,AGQ,98.45840392,96.38483321,2.15135,2.07357071,16946.53,1668527901.94878192
06/16/2026,ProShares Ultra Silver,AGQ,96.38483321,96.85078882,-0.48111,-0.46595561,16996.53,1638207323.65942846
06/15/2026,ProShares Ultra Silver,AGQ,96.85078882,90.9131009,6.53117,5.93768792,17196.53,1665497108.06363932
06/12/2026,ProShares Ultra Silver,AGQ,90.9131009,80.84160053,12.45831,10.07150037,17546.53,1595209088.6824734
06/11/2026,ProShares Ultra Silver,AGQ,80.84160053,82.71659072,-2.26676,-1.87499019,17296.53,1398278845.44875878
06/10/2026,ProShares Ultra Silver,AGQ,82.71659072,84.01154285,-1.54140,-1.29495213,17346.53,1434845491.55583872
06/09/2026,ProShares Ultra Silver,AGQ,84.01154285,93.09625495,-9.75841,-9.0847121,17246.53,1448907258.0626391
06/08/2026,ProShares Ultra Silver,AGQ,93.09625495,94.50241043,-1.48796,-1.40615548,17146.53,1596277356.0028037
06/05/2026,ProShares Ultra Silver,AGQ,94.50241043,108.8088239,-13.14821,-14.30641347,17146.53,1620388037.50066618
06/04/2026,ProShares Ultra Silver,AGQ,108.8088239,107.99026339,0.75799,0.81856051,16396.53,1784086710.1057714
06/03/2026,ProShares Ultra Silver,AGQ,107.99026339,113.57971486,-4.92117,-5.58945147,16496.53,1781464187.75998314
06/02/2026,ProShares Ultra Silver,AGQ,113.57971486,112.6681862,0.80904,0.91152866,16496.53,1873670719.26057636
06/01/2026,ProShares Ultra Silver,AGQ,112.6681862,114.54280636,-1.63661,-1.87462016,16746.53,1886800709.5711412
05/29/2026,ProShares Ultra Silver,AGQ,114.54280636,114.6304919,-0.07649,-0.08768554,16396.53,1878104102.59470536
05/28/2026,ProShares Ultra Silver,AGQ,114.6304919,111.59656942,2.71865,3.03392248,16346.53,1873810316.2361394
05/27/2026,ProShares Ultra Silver,AGQ,111.59656942,116.80509557,-4.45916,-5.20852615,16346.53,1824216223.53483492
05/26/2026,ProShares Ultra Silver,AGQ,116.80509557,115.55694519,1.08012,1.24815038,15996.53,1868475748.21798982
05/22/2026,ProShares Ultra Silver,AGQ,115.55694519,117.16795219,-1.37496,-1.611007,16146.53,1865843219.99090994
05/21/2026,ProShares Ultra Silver,AGQ,117.16795219,115.49123294,1.45182,1.67671925,15846.53,1856705000.74559194
05/20/2026,ProShares Ultra Silver,AGQ,115.49123294,112.42588311,2.72655,3.06534983,16396.53,1893655003.67276644
05/19/2026,ProShares Ultra Silver,AGQ,112.42588311,119.46971471,-5.89591,-7.0438316,16346.53,1837772621.33057586
05/18/2026,ProShares Ultra Silver,AGQ,119.46971471,119.77361258,-0.25373,-0.30389787,16146.53,1929020854.77759746
05/15/2026,ProShares Ultra Silver,AGQ,119.77361258,146.46721319,-18.22497,-26.69360061,16146.53,1933927749.63689708
05/14/2026,ProShares Ultra Silver,AGQ,146.46721319,161.01923544,-9.03744,-14.55202225,15096.53,2211146092.07037794
05/13/2026,ProShares Ultra Silver,AGQ,161.01923544,147.95196471,8.83210,13.06727073,15196.53,2446932997.86408144
05/12/2026,ProShares Ultra Silver,AGQ,147.95196471,149.1749224,-0.81981,-1.22295769,15296.53,2263151074.93759746
05/11/2026,ProShares Ultra Silver,AGQ,149.1749224,132.51555754,12.57163,16.65936486,15296.53,2281858079.0395824
05/08/2026,ProShares Ultra Silver,AGQ,132.51555754,130.27395996,1.72068,2.24159758,15496.53,2053530782.82310604
05/07/2026,ProShares Ultra Silver,AGQ,130.27395996,121.24436162,7.44744,9.02959834,15496.53,2018793807.64309896
05/06/2026,ProShares Ultra Silver,AGQ,121.24436162,110.10201495,10.12002,11.14234667,15446.53,1872804184.11673212
05/05/2026,ProShares Ultra Silver,AGQ,110.10201495,109.91295975,0.17200,0.1890552,15696.53,1728219140.3150637
05/04/2026,ProShares Ultra Silver,AGQ,109.91295975,118.95804309,-7.60359,-9.04508334,15696.53,1725251630.4528285
05/01/2026,ProShares Ultra Silver,AGQ,118.95804309,111.696607,6.50104,7.26143609,15546.53,1849384309.80780534
04/30/2026,ProShares Ultra Silver,AGQ,111.696607,105.98354127,5.39052,5.71306573,15496.53,1730909374.487282
04/29/2026,ProShares Ultra Silver,AGQ,105.98354127,110.96013693,-4.48503,-4.97659566,15696.53,1663573411.11662802
04/28/2026,ProShares Ultra Silver,AGQ,110.96013693,116.58211034,-4.82233,-5.62197341,15696.53,1741688674.28530518
04/27/2026,ProShares Ultra Silver,AGQ,116.58211034,120.87705018,-3.55315,-4.29493984,15446.53,1800788598.50167884
04/24/2026,ProShares Ultra Silver,AGQ,120.87705018,118.13200584,2.32371,2.74504434,15446.53,1867130498.40867468
04/23/2026,ProShares Ultra Silver,AGQ,118.13200584,126.05021081,-6.28179,-7.91820497,15096.53,1783382897.59571184
04/22/2026,ProShares Ultra Silver,AGQ,126.05021081,121.37534738,3.85158,4.67486343,15096.53,1902920284.79864606
04/21/2026,ProShares Ultra Silver,AGQ,121.37534738,133.16470842,-8.85322,-11.78936104,15046.53,1826277320.11220188
04/20/2026,ProShares Ultra Silver,AGQ,133.16470842,139.28936585,-4.39707,-6.12465743,15096.53,2010324482.94494892
04/17/2026,ProShares Ultra Silver,AGQ,139.28936585,128.98842681,7.98594,10.30093904,15096.53,2102785533.0780371
04/16/2026,ProShares Ultra Silver,AGQ,128.98842681,132.03728425,-2.30909,-3.04885744,14846.53,1915030032.33376206
04/15/2026,ProShares Ultra Silver,AGQ,132.03728425,131.71813624,0.24230,0.31914801,14896.53,1966896837.7995155
04/14/2026,ProShares Ultra Silver,AGQ,131.71813624,119.51879767,10.20705,12.19933857,14896.53,1962142641.17070224
04/13/2026,ProShares Ultra Silver,AGQ,119.51879767,122.12423985,-2.13344,-2.60544218,15146.53,1810294576.39739442
