Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
07/29/2025,ProShares UltraShort Silver,ZSL,229.8525373,230.6223397,-0.33379,-0.7698024,141.03,32415275.86628472
07/28/2025,ProShares UltraShort Silver,ZSL,230.6223397,228.8765155,0.76278,1.7458242,146.03,33676950.02596808
07/25/2025,ProShares UltraShort Silver,ZSL,228.8765155,219.263891,4.38404,9.6126245,146.03,33422013.6030092
07/24/2025,ProShares UltraShort Silver,ZSL,219.263891,216.2015581,1.41642,3.0623329,146.03,32018316.6527224
07/23/2025,ProShares UltraShort Silver,ZSL,216.2015581,215.6254327,0.26719,0.5761254,146.03,31571135.20373384
07/22/2025,ProShares UltraShort Silver,ZSL,215.6254327,218.0635471,-1.11808,-2.4381144,146.03,31487005.68562328
07/21/2025,ProShares UltraShort Silver,ZSL,218.0635471,228.3741167,-4.51477,-10.3105696,141.03,30752717.01874344
07/18/2025,ProShares UltraShort Silver,ZSL,228.3741167,230.3024903,-0.83732,-1.9283736,126.03,28781167.78088088
07/17/2025,ProShares UltraShort Silver,ZSL,230.3024903,232.5353006,-0.96020,-2.2328103,121.03,27872681.31204392
07/16/2025,ProShares UltraShort Silver,ZSL,232.5353006,232.6353567,-0.04301,-0.1000561,121.03,28142910.30453584
07/15/2025,ProShares UltraShort Silver,ZSL,232.6353567,225.2670123,3.27094,7.3683444,141.03,32807726.86811688
07/14/2025,ProShares UltraShort Silver,ZSL,225.2670123,222.8041545,1.10539,2.4628578,141.03,31768595.78342472
07/11/2025,ProShares UltraShort Silver,ZSL,222.8041545,244.4313357,-8.84796,-21.6271812,131.03,29193226.2691788
07/10/2025,ProShares UltraShort Silver,ZSL,244.4313357,253.7761534,-3.68231,-9.3448177,121.03,29582644.60696248
07/09/2025,ProShares UltraShort Silver,ZSL,253.7761534,252.13165,0.65224,1.6445034,126.03,31982495.01884976
07/08/2025,ProShares UltraShort Silver,ZSL,252.13165,250.0130047,0.84741,2.1186453,126.03,31775244.17556
07/07/2025,ProShares UltraShort Silver,ZSL,250.0130047,247.5651829,0.98876,2.4478218,126.03,31508238.93552408
07/03/2025,ProShares UltraShort Silver,ZSL,247.5651829,252.4536425,-1.93638,-4.8884596,126.03,31199748.76622856
07/02/2025,ProShares UltraShort Silver,ZSL,252.4536425,257.1039738,-1.80874,-4.6503313,126.03,31815823.731162
07/01/2025,ProShares UltraShort Silver,ZSL,257.1039738,260.3250103,-1.23731,-3.2210365,136.03,34972927.98170832
06/30/2025,ProShares UltraShort Silver,ZSL,260.3250103,257.485486,1.10279,2.8395243,136.03,35411073.98107192
06/27/2025,ProShares UltraShort Silver,ZSL,257.485486,249.9696363,3.00671,7.5158497,136.03,35024823.7128304
06/26/2025,ProShares UltraShort Silver,ZSL,249.9696363,256.772343,-2.64931,-6.8027067,136.03,34002469.73519832
06/25/2025,ProShares UltraShort Silver,ZSL,256.772343,262.2025217,-2.07099,-5.4301787,136.03,34927817.4378552
06/24/2025,ProShares UltraShort Silver,ZSL,262.2025217,255.7372176,2.52810,6.4653041,141.03,36977477.70627288
06/23/2025,ProShares UltraShort Silver,ZSL,255.7372176,258.3008386,-0.99249,-2.563621,141.03,36065699.14414464
06/20/2025,ProShares UltraShort Silver,ZSL,258.3008386,246.3189327,4.86439,11.9819059,141.03,36427237.38473904
06/18/2025,ProShares UltraShort Silver,ZSL,246.3189327,243.2785873,1.24974,3.0403454,141.03,34737472.33052328
06/17/2025,ProShares UltraShort Silver,ZSL,243.2785873,252.9579264,-3.82646,-9.6793391,141.03,34308703.36400472
06/16/2025,ProShares UltraShort Silver,ZSL,252.9579264,254.2087843,-0.49206,-1.2508579,151.03,38203324.97565696
06/13/2025,ProShares UltraShort Silver,ZSL,254.2087843,255.0854369,-0.34367,-0.8766526,156.03,39663281.46270552
06/12/2025,ProShares UltraShort Silver,ZSL,255.0854369,255.4940509,-0.15993,-0.408614,156.03,39800062.41193416
06/11/2025,ProShares UltraShort Silver,ZSL,255.4940509,250.2993325,2.07540,5.1947184,166.03,42418757.49234376
